Key,Id,English(en),Russian(ru)
STAT_SIGIL_CAPTURE_RADIUS_BONUS_DESC,690000000000163,Increases the distance from which you can capture sigils.,"Увеличивает расстояние, с которого можно захватывать сигилы."
STAT_SIGIL_CAPTURE_RADIUS_BONUS_LABEL,690000000000120,Sigil Capture Radius Bonus,Бонус радиуса захвата сигилов
STAT_SIGIL_CAPTURE_SPEED_BONUS_DESC,690000000000162,Reduces the time needed to capture sigils.,"Сокращает время, необходимое для захвата сигилов."
STAT_SIGIL_CAPTURE_SPEED_BONUS_LABEL,690000000000119,Sigil Capture Speed Bonus,Бонус скорости захвата сигилов
STAT_SIGIL_SPAWN_COUNT_LABEL,690000000000127,Sigil Spawn Count,Количество появляющихся сигилов
STAT_SOURCE_ETERNAL_TREE_LABEL,50984695881729,Eternal Tree,Вечное Древо
STAT_SOURCE_GEAR_LABEL,50984695881728,Gear,Снаряжение
STAT_SOURCE_UNKNOWN_LABEL,50984695881730,Unknown,Неизвестно
STAT_STARTING_GOLD_DESC,690000000000160,Gold you start each run with.,"Золото, с которым начинается каждый забег."
STAT_STARTING_GOLD_LABEL,690000000000117,Starting Gold,Стартовое золото
STAT_STATUS_APPLY_CHANCE_LABEL,690000000000091,Status Apply Chance,Шанс наложения статуса
STAT_STATUS_EFFECT_DAMAGE_BONUS_DESC,690000000000025,Increases damage dealt by all status effects such as Burn or Bleed.,"Увеличивает урон от всех статус-эффектов, таких как Горение или Кровотечение."
STAT_STATUS_EFFECT_DAMAGE_BONUS_LABEL,690000000000110,Status Effect Damage Bonus,Бонус урона статус-эффектов
STAT_STATUS_EFFECT_DURATION_BONUS_LABEL,690000000000109,Status Effect Duration Bonus,Бонус длительности статус-эффектов
STAT_STATUS_EFFECT_MAX_STACKS_LABEL,690000000000108,Status Effect Max Stacks,Макс. зарядов статус-эффекта
STAT_STATUS_EFFECT_STACKS_LABEL,690000000000089,Status Effect Stacks,Заряды статус-эффекта
STAT_THORNS_DESC,690000000000022,Reflects {percentValue}% of your Attack Damage (currently {currentDamage}) back to attackers when hit. Thorns scales with all damage bonuses as any other damage.,"Отражает {percentValue}% урона атаки (сейчас {currentDamage}) обратно атакующим при попадании. Шипы масштабируются всеми бонусами урона, как и любой другой урон."
STAT_THORNS_LABEL,690000000000045,Thorns,Шипы
STAT_TOOLTIP_ADDITIVE_SUFFIX,50984700076036,(Additive),(Аддитивно)
STAT_TOOLTIP_BASE_LABEL,50984700076032,Base:,База:
STAT_TOOLTIP_DIMINISHING_RETURNS_LABEL,50984700076046,Diminishing Returns:,Убывающая отдача:
STAT_TOOLTIP_FINAL_LABEL,50984700076033,Final:,Итог:
STAT_TOOLTIP_LINK_DIMINISHING_FORMAT,50984700076041,Affected by {linkedStatName} (diminishing return),Зависит от {linkedStatName} (убывающая отдача)
STAT_TOOLTIP_LINK_INCREASED_BY_FORMAT,50984700076039,Increased by {linkedStatName},Увеличено {linkedStatName}
STAT_TOOLTIP_LINK_LINKED_TO_FORMAT,50984700076042,Linked to {linkedStatName},Связано с {linkedStatName}
STAT_TOOLTIP_LINK_MODIFIED_BY_FORMAT,50984700076038,Modified by {linkedStatName},Изменено {linkedStatName}
STAT_TOOLTIP_LINK_REDUCED_BY_FORMAT,50984700076040,Reduced by {linkedStatName},Уменьшено {linkedStatName}
STAT_TOOLTIP_MODIFIERS_LABEL,50984700076034,Modifiers:,Модификаторы:
STAT_TOOLTIP_MULTIPLICATIVE_SUFFIX,50984700076037,(Multiplicative),(Мультипликативно)
STAT_TOOLTIP_TOTAL_LABEL,50984700076035,Total:,Всего:
STAT_TRIGGER_CHANCE_LABEL,690000000000098,Trigger Chance,Шанс срабатывания
STAT_UNIT_METERS_ABBREVIATED,1200000000000014,m,м
STAT_UNIT_METERS_PER_SECOND_ABBREVIATED,1200000000000015,m/s,м/с
STAT_UNIT_PERCENT_SUFFIX,1200000000000016,%,%
STAT_UNIT_SECONDS_ABBREVIATED,1200000000000013,s,с
THE_OBELISK_WINDOW_TITLE,800536356970496,The Obelisk,Обелиск
TIER_DROPS_ITEM_LEVEL_LABEL,789573729771520,Drops Item Level,Уровень выпадающих предметов
TIER_PLAYER_BEST_LABEL,789653752897536,Your Best,Ваш рекорд
TREASURE_CHEST_COLLECT_ESSENCE_INFO,4640827220418560,Collect Essence to summon The Shade,"Соберите эссенцию, чтобы призвать Тень"
TREASURE_CHEST_FIND_SHADE_INFO,4640299551809536,Find The Shade to choose ability Morph,"Найдите Тень, чтобы выбрать морф способности"
TREASURE_CHEST_WINDOW_HEADER,4476353674993664,Treasure Chest,Сундук с сокровищами
TREASURE_SCREN_LOOT_AQUIRED,6606915604832256,Loot Acquired,Добыча получена
TUTORIAL_DASH_PROMPT,765368724348928,Dash,Рывок
TUTORIAL_MOVE_PROMPT,765274394451968,Move,Движение
TUTORIAL_OVERCHARGE_PROMPT,765419538341888,Use Overcharge,Использовать Перегрузку
UNSECURED_LOOT_LABEL,803719309418496,Unsecured Loot,Незащищённая добыча
WELCOME_PLAYTEST_01_DESC,1138691765428224,"We’re a small indie team building Hellforged around a simple idea: the speed and chaos of a horde survivor, with the loot, builds, and long-term progression we love from ARPGs.


After you've had a chance to play, please fill out our feedback form or join our Discord to share your thoughts directly with the team.","Мы — небольшая инди-команда, создающая Hellforged вокруг простой идеи: скорость и хаос horde-survivor в сочетании с добычей, сборками и долгосрочной прогрессией, которые мы так любим в ARPG.


Когда наиграетесь, заполните, пожалуйста, нашу форму отзывов или вступите в наш Discord, чтобы поделиться мыслями напрямую с командой."
WELCOME_PLAYTEST_01_HEADER,1138622270005248,Welcome to the Hellforged Playtest,Добро пожаловать в плейтест Hellforged
